name,date,hour,count
uni-rowe,2017-05-24,14,5
uni-rowe,2017-05-24,15,4
uni-rowe,2017-05-24,16,9
uni-rowe,2017-05-24,17,9
uni-rowe,2017-05-24,18,4
uni-rowe,2017-05-24,19,4
uni-rowe,2017-05-24,20,1
uni-rowe,2017-05-24,21,5
uni-rowe,2017-05-24,22,0
uni-rowe,2017-05-24,23,1
uni-rowe,2017-05-25,0,0
uni-rowe,2017-05-25,1,0
uni-rowe,2017-05-25,2,0
uni-rowe,2017-05-25,3,0
uni-rowe,2017-05-25,4,0
uni-rowe,2017-05-25,5,2
uni-rowe,2017-05-25,6,5
uni-rowe,2017-05-25,7,9
uni-rowe,2017-05-25,8,20
uni-rowe,2017-05-25,9,13
uni-rowe,2017-05-25,10,0
uni-rowe,2017-05-25,11,4
uni-rowe,2017-05-25,12,15
uni-rowe,2017-05-25,13,8
uni-rowe,2017-05-25,14,8
uni-rowe,2017-05-25,15,4
uni-rowe,2017-05-25,16,11
uni-rowe,2017-05-25,17,6
uni-rowe,2017-05-25,18,5
uni-rowe,2017-05-25,19,1
uni-rowe,2017-05-25,20,1
uni-rowe,2017-05-25,21,0
uni-rowe,2017-05-25,22,1
uni-rowe,2017-05-25,23,0
uni-rowe,2017-05-26,0,0
uni-rowe,2017-05-26,1,0
uni-rowe,2017-05-26,2,0
uni-rowe,2017-05-26,3,0
uni-rowe,2017-05-26,4,0
uni-rowe,2017-05-26,5,1
uni-rowe,2017-05-26,6,1
uni-rowe,2017-05-26,7,1
uni-rowe,2017-05-26,8,7
uni-rowe,2017-05-26,9,4
uni-rowe,2017-05-26,10,1
uni-rowe,2017-05-26,11,3
uni-rowe,2017-05-26,12,1
uni-rowe,2017-05-26,13,2
uni-rowe,2017-05-26,14,3
uni-rowe,2017-05-26,15,1
uni-rowe,2017-05-26,16,2
uni-rowe,2017-05-26,17,5
uni-rowe,2017-05-26,18,0
uni-rowe,2017-05-26,19,1
uni-rowe,2017-05-26,20,1
uni-rowe,2017-05-26,21,0
uni-rowe,2017-05-26,22,1
uni-rowe,2017-05-26,23,0
uni-rowe,2017-05-27,0,0
uni-rowe,2017-05-27,1,0
uni-rowe,2017-05-27,2,0
uni-rowe,2017-05-27,3,0
uni-rowe,2017-05-27,4,0
uni-rowe,2017-05-27,5,0
uni-rowe,2017-05-27,6,1
uni-rowe,2017-05-27,7,1
uni-rowe,2017-05-27,8,3
uni-rowe,2017-05-27,9,0
uni-rowe,2017-05-27,10,2
uni-rowe,2017-05-27,11,3
uni-rowe,2017-05-27,12,2
uni-rowe,2017-05-27,13,1
uni-rowe,2017-05-27,14,8
uni-rowe,2017-05-27,15,4
uni-rowe,2017-05-27,16,2
uni-rowe,2017-05-27,17,7
uni-rowe,2017-05-27,18,2
uni-rowe,2017-05-27,19,1
uni-rowe,2017-05-27,20,0
uni-rowe,2017-05-27,21,0
uni-rowe,2017-05-27,22,0
uni-rowe,2017-05-27,23,0
uni-rowe,2017-05-28,0,0
uni-rowe,2017-05-28,1,0
uni-rowe,2017-05-28,2,0
uni-rowe,2017-05-28,3,0
uni-rowe,2017-05-28,4,0
uni-rowe,2017-05-28,5,0
uni-rowe,2017-05-28,6,1
uni-rowe,2017-05-28,7,1
uni-rowe,2017-05-28,8,2
uni-rowe,2017-05-28,9,1
uni-rowe,2017-05-28,10,1
uni-rowe,2017-05-28,11,1
uni-rowe,2017-05-28,12,2
uni-rowe,2017-05-28,13,0
uni-rowe,2017-05-28,14,1
uni-rowe,2017-05-28,15,0
uni-rowe,2017-05-28,16,2
uni-rowe,2017-05-28,17,2
uni-rowe,2017-05-28,18,5
uni-rowe,2017-05-28,19,1
uni-rowe,2017-05-28,20,1
uni-rowe,2017-05-28,21,1
uni-rowe,2017-05-28,22,1
uni-rowe,2017-05-28,23,0
uni-rowe,2017-05-29,0,0
uni-rowe,2017-05-29,1,0
uni-rowe,2017-05-29,2,0
uni-rowe,2017-05-29,3,0
uni-rowe,2017-05-29,4,0
uni-rowe,2017-05-29,5,1
